"order_no","total_amt","item_quantity","modified_item_type","modified_item","order_start","prep_length","zip","markup","distinct_order_total_amt"
"38252917","0.87","1","Beverage","Regular Soft Drink","23:27:36","00:05:57","14150",,"0.87"
"38252917","0.87","1","Food","Mac and Cheese","23:27:36","00:05:57","14150",,
"38252917","0.87","1","Meal","Daves #2","23:27:36","00:05:57","14150",,
"38252917","19.01","1","Beverage","Regular Soft Drink","23:27:36","00:05:57","14226",,
"38252917","19.01","1","Food","Mac and Cheese","23:27:36","00:05:57","14226",,
"38252917","19.01","1","Meal","Daves #2","23:27:36","00:05:57","14226",,
"38252920","20.14","1","Beverage","Regular Soft Drink","10:32:52","00:01:09","14226",,"20.14"
"38252920","20.14","1","Meal","Daves #1","10:32:52","00:01:09","14226",,
"38252925","19.4","1","Food","Mac and Cheese","10:35:06","00:02:24","14150",,"19.4"
"38252925","19.4","1","Meal","Daves #2","10:35:06","00:02:24","14150",,
"38252929","25","0","GiftCard","GiftCard",,,"14150",,"25"
"38252938","29.74","1","Sauce","OLO Side Dave’s Sauce","10:34:48","00:01:29","14150","Rails Markup","29.74"
"38252938","29.74","1","Meal","Daves #3","10:34:48","00:01:29","14150","Rails Markup",
"38252938","29.74","1","Shake","Chocolate Shake LG","10:34:48","00:01:29","14150","Rails Markup",
"38252938","29.74","1","Beverage","Bottled Sprite","10:34:48","00:01:29","14150","Rails Markup",
"38252939","29.86","2","Beverage","Small Soft Drink","10:36:43","00:02:03","14150",,"29.86"
"38252939","29.86","2","Meal","Daves #4","10:36:43","00:02:03","14150",,
"38252943","25","0","GiftCard","GiftCard",,,"14150",,"25"
"38252951","25","0","GiftCard","GiftCard",,,"14150",,"25"
"38252953","11.61","1","Meal","Daves #4","10:38:48","00:03:56","14150",,"11.61"
"38252957","25","0","GiftCard","GiftCard",,,"14150",,"25"
"38252963","19.54","1","Beverage","Regular Soft Drink","10:40:17","00:04:45","14150",,"19.54"
"38252963","19.54","1","Meal","Daves #3","10:40:17","00:04:45","14150",,
"38252964","15.75","1","Beverage","Water Cup","10:40:25","00:05:18","14150",,"15.75"
"38252964","15.75","1","Sauce","Side Cheese Sauce","10:40:25","00:05:18","14150",,
"38252964","15.75","1","Meal","Daves #3","10:40:25","00:05:18","14150",,
"38252966","21.71","1","Sauce","OLO Side Dave’s Sauce","10:39:05","00:01:35","14150","Rails Markup","21.71"
"38252966","21.71","1","Meal","Daves #2","10:39:05","00:01:35","14150","Rails Markup",
"38252971","16.6","1","Meal","Daves #3","10:39:47","00:05:45","14150",,"16.6"
"38252976","19.55","1","Beverage","Small Soft Drink","10:45:13","00:03:44","14150",,"19.55"
"38252976","19.55","1","Meal","Daves #2","10:45:13","00:03:44","14150",,
"38252998","30.43","1","Beverage","Regular Soft Drink","10:45:09","00:03:10","14150",,"30.43"
"38252998","30.43","1","Sauce","OLO Side Dave’s Sauce","10:45:09","00:03:29","14150",,
"38252998","30.43","2","Meal","Daves #1","10:45:09","00:03:29","14150",,
"38253024","110.15","1","Food","Single Tender","10:51:39","00:06:24","14150",,"110.15"
"38253024","110.15","2","Food","Mac and Cheese","10:51:39","00:06:24","14150",,
"38253024","110.15","1","Food","Kale Slaw","10:51:39","00:06:24","14150",,
"38253024","110.15","2","Meal","Daves #4","10:51:39","00:06:24","14150",,
"38253024","110.15","5","Meal","Daves #1","10:51:39","00:06:24","14150",,
"38253026","9.89","1","Shake","M&M TLS","10:52:55","00:00:04","14150",,"9.89"
"38253036","16.85","1","Meal","Daves #3","10:54:46","00:02:06","14150",,"16.85"
"38253072","18.15","1","Meal","Daves #3","10:59:29","00:01:18","14261","Rails Markup","18.15"
"38253185","23.13","1","Food","Single Tender","11:06:21","00:04:45","14150",,"23.13"
"38253185","23.13","1","Beverage","Regular Soft Drink","11:06:21","00:04:45","14150",,
"38253185","23.13","1","Meal","Daves #1","11:06:21","00:04:45","14150",,
"38253211","41.78","1","Sauce","OLO Side Dave’s Sauce","11:06:20","00:04:16","14150","Rails Markup","41.78"
"38253211","41.78","1","Meal","Daves #3","11:06:20","00:04:16","14150","Rails Markup",
"38253211","41.78","1","Meal","Daves #2","11:06:20","00:04:16","14150","Rails Markup",
"38253245","33.14","1","Sauce","Side Cheese Sauce","11:09:03","00:03:05","14150",,"33.14"
"38253245","33.14","2","Meal","Daves #2","11:09:03","00:03:05","14150",,
"38253250","25.51","1","Beverage","Small Soft Drink","11:10:29","00:02:18","14150",,"25.51"
"38253250","25.51","1","Meal","Daves #5","11:10:29","00:02:18","14150",,
"38253250","25.51","1","Meal","Daves #4","11:10:29","00:02:18","14150",,
"38253250","25.51","1","Beverage","Bottled Water","11:10:29","00:02:18","14150",,
"38253265","18.15","1","Meal","Daves #3","11:08:42","00:02:38","14150","Rails Markup","18.15"
"38253272","14.13","1","Meal","Daves #1","11:18:40","00:08:19","14150",,"14.13"
"38253373","80.41","3","Meal","Daves #4","11:15:07","00:06:15","14150",,"80.41"
"38253373","80.41","1","Meal","Daves #3","11:15:07","00:06:15","14150",,
"38253373","80.41","2","Meal","Daves #2","11:15:07","00:06:15","14150",,
"38253412","20.27","1","Meal","Daves #1","11:17:49","00:01:05","14150",,"20.27"
"38253412","20.27","1","Beverage","Bottled Coke Zero","11:17:49","00:01:05","14150",,
"38253422","32.91","1","Beverage","Regular Soft Drink","11:21:05","00:03:24","14150",,"32.91"
"38253422","32.91","1","Meal","Daves #4","11:21:05","00:03:24","14150",,
"38253422","32.91","1","Meal","Daves #1","11:21:05","00:03:24","14150",,
"38253422","32.91","1","Beverage","Bottled Water","11:21:05","00:03:24","14150",,
"38253437","26.06","2","Sauce","Side Cheese Sauce","11:22:43","00:02:31","14150",,"26.06"
"38253437","26.06","1","Meal","Daves #4","11:22:43","00:02:31","14150",,
"38253437","26.06","1","Meal","Daves #1","11:22:43","00:02:31","14150",,
"38253482","21.4","1","Meal","Daves #2","11:20:26","00:03:13","14150","Rails Markup","21.4"
"38253500","23.77","1","Sauce","Side Cheese Sauce","11:23:43","00:02:27","14150",,"23.77"
"38253500","23.77","1","Beverage","Regular Soft Drink","11:23:43","00:02:27","14150",,
"38253500","23.77","1","Meal","Daves #3","11:23:43","00:02:27","14150",,
"38253528","24.33","1","Beverage","Regular Soft Drink","11:24:18","00:04:51","14150",,"24.33"
"38253528","24.33","1","Meal","Daves #2","11:24:18","00:04:51","14150",,
"38253563","16.07","1","Beverage","Small Soft Drink","11:25:58","00:03:31","14150",,"16.07"
"38253563","16.07","1","Meal","Daves #4","11:25:58","00:03:31","14150",,
"38253599","24.66","1","Shake","Vanilla Shake SM","11:25:47","00:02:13","14150","Rails Markup","24.66"
"38253599","24.66","1","Meal","Daves #3","11:25:47","00:02:13","14150","Rails Markup",
"38253606","15.76","1","Meal","Daves #1","11:28:39","00:02:03","14150",,"15.76"
"38253647","13.25","1","Sauce","OLO Side Dave’s Sauce","11:27:32","00:01:25","14150","Rails Markup","13.25"
"38253647","13.25","1","Meal","Daves #4","11:27:32","00:01:25","14150","Rails Markup",
"38253675","32.43","2","Meal","Daves #3","11:30:55","00:10:15","14150",,"32.43"
"38253681","33.67","1","Food","Single Tender","11:28:53","00:06:10","14150",,"33.67"
"38253681","33.67","1","Meal","Daves #2","11:28:53","00:06:10","14150",,
"38253681","33.67","1","Beverage","Bottled Coke","11:28:53","00:06:10","14150",,
"38253685","15.42","2","Food","Single Slider","11:29:50","00:01:59","14150",,"15.42"
"38253702","15.19","1","Beverage","Regular Soft Drink","11:31:54","00:02:53","14150",,"15.19"
"38253702","15.19","1","Meal","Daves #4","11:31:54","00:02:53","14150",,
"38253711","16.3","1","Meal","Daves #2","11:30:08","00:03:33","14150",,"16.3"
"38253712","42.98","2","Meal","Daves #2","11:30:09","00:08:59","14150",,"42.98"
"38253712","42.98","1","Beverage","Bottled Diet Coke","11:30:09","00:08:59","14150",,
"38253712","42.98","1","Beverage","Bottled Coke","11:30:09","00:08:59","14150",,
"38253739","14.13","1","Meal","Daves #1","11:32:33","00:07:25","14150",,"14.13"
"38253765","5.43","1","Food","Single Tender","11:32:30","00:02:01","14150",,"5.43"
"38253781","37.69","1","Beverage","Regular Soft Drink","11:34:01","00:05:07","14150",,"37.69"
"38253781","37.69","2","Meal","Daves #3","11:34:01","00:05:07","14150",,
"38253781","37.69","1","Beverage","Bottled Sprite","11:34:01","00:05:07","14150",,
"38253783","28.23","2","Beverage","Small Soft Drink","11:34:02","00:08:08","14150",,"28.23"
"38253783","28.23","1","Food","Single Tender","11:34:02","00:08:08","14150",,
"38253783","28.23","1","Meal","Daves #2","11:34:02","00:08:08","14150",,
"38253818","15.97","1","Meal","Daves #3","11:34:18","00:05:53","14150","Rails Markup","15.97"
"38253857","32.15","1","Beverage","Oreo TLS","11:35:39","00:05:26","14150","Rails Markup","32.15"
"38253857","32.15","1","Meal","Daves #3","11:35:39","00:05:26","14150","Rails Markup",
"38253861","20.85","1","Beverage","Small Soft Drink","11:38:29","00:04:51","14150",,"20.85"
"38253861","20.85","1","Meal","Daves #3","11:38:29","00:04:51","14150",,
"38253924","21.5","1","Beverage","Small Soft Drink","11:39:34","00:05:50","14150",,"21.5"
"38253924","21.5","1","Food","Mac and Cheese","11:39:34","00:05:50","14150",,
"38253924","21.5","1","Meal","Daves #1","11:39:34","00:05:50","14150",,
"38253925","16.43","1","Beverage","Regular Soft Drink","11:39:40","00:04:43","14150",,"16.43"
"38253925","16.43","1","Meal","Daves #4","11:39:40","00:04:43","14150",,
"38253933","69.99","1","Meal","Daves #4","11:38:56","00:05:39","14150","Rails Markup","69.99"
"38253933","69.99","1","Meal","Daves #3","11:38:56","00:05:39","14150","Rails Markup",
"38253933","69.99","2","Meal","Daves #2","11:38:56","00:05:39","14150","Rails Markup",
"38253944","27.8","2","Meal","Daves #4","11:41:03","00:06:10","14150",,"27.8"
"38253944","27.8","1","Beverage","Bottled Coke","11:41:03","00:06:10","14150",,
"38253950","4.65","1","Sauce","Side Cheese Sauce","11:40:54","00:05:26","14150",,"4.65"
"38253950","4.65","1","Food","Fries","11:40:54","00:05:26","14150",,
"38253959","67.39","1","Meal","Daves #4","11:40:10","00:07:37","14150","Rails Markup","67.39"
"38253959","67.39","2","Meal","Daves #3","11:40:10","00:07:37","14150","Rails Markup",
"38253982","15.31","1","Food","Single Slider","11:42:52","00:03:56","14150",,"15.31"
"38253982","15.31","1","Beverage","Oreo TLS","11:42:52","00:03:56","14150",,
"38253987","10.86","1","Meal","Daves #4","11:42:09","00:06:45","14150",,"10.86"
"38254033","42.02","2","Beverage","Small Soft Drink","11:53:41","00:03:21","14223",,"42.02"
"38254033","42.02","2","Meal","Daves #3","11:53:41","00:03:21","14223",,
"38254090","31.72","1","Shake","Vanilla Shake LG","11:44:30","00:04:55","14150","Rails Markup","31.72"
"38254090","31.72","1","Meal","Daves #2","11:44:30","00:04:55","14150","Rails Markup",
"38254090","31.72","1","Beverage","Bottled Coke","11:44:30","00:04:55","14150","Rails Markup",
"38254114","20.09","1","Sauce","OLO Side Dave’s Sauce","11:45:18","00:04:46","14150","Rails Markup","20.09"
"38254114","20.09","1","Meal","Daves #2","11:45:18","00:04:46","14150","Rails Markup",
"38254166","24.44","1","Food","Mac and Cheese","11:47:02","00:03:37","14150","Rails Markup","24.44"
"38254166","24.44","1","Meal","Daves #2","11:47:02","00:03:37","14150","Rails Markup",
"38254210","15.21","1","Meal","Daves #3","11:49:25","00:02:14","14150",,"15.21"
"38254246","15.96","1","Meal","Daves #3","11:51:05","00:01:28","14150",,"15.96"
"38254319","20.76","1","Meal","Dave’s Dash #2 w/Drink","11:51:08","00:02:14","14150","Rails Markup","20.76"
"38254400","18.79","1","Beverage","Regular Soft Drink","12:04:26","00:08:42","14150",,"18.79"
"38254400","18.79","1","Meal","Daves #3","12:04:26","00:08:42","14150",,
"38254401","34.63","2","Meal","Daves #3","11:54:49","00:04:45","14150",,"34.63"
"38254419","13.25","1","Sauce","OLO Side Dave’s Sauce","11:54:38","00:02:26","14150","Rails Markup","13.25"
"38254419","13.25","1","Meal","Daves #4","11:54:38","00:02:26","14150","Rails Markup",
"38254434","34.23","1","Beverage","Regular Soft Drink","11:55:07","00:04:08","14150",,"34.23"
"38254434","34.23","2","Meal","Daves #2","11:55:07","00:04:08","14150",,
"38254554","20.42","1","Food","Fries","12:00:16","00:02:47","14150",,"20.42"
"38254554","20.42","1","Meal","Daves #2","12:00:16","00:02:47","14150",,
"38254590","14.12","1","Beverage","Small Soft Drink","12:01:52","00:01:35","14150",,"14.12"
"38254590","14.12","1","Meal","Daves #4","12:01:52","00:01:35","14150",,
"38254640","19.7","1","Beverage","Regular Soft Drink","12:04:30","00:00:55","14150",,"19.7"
"38254640","19.7","1","Meal","Daves #1","12:04:30","00:00:55","14150",,
"38254745","20.14","1","Beverage","Regular Soft Drink","12:06:48","00:06:21","14150",,"20.14"
"38254745","20.14","1","Meal","Daves #1","12:06:48","00:06:21","14150",,
"38254750","14.32","1","Meal","Daves #4","12:05:53","00:04:15","14150",,"14.32"
"38254750","14.32","1","Beverage","Bottled Water","12:05:53","00:04:15","14150",,
"38254898","20.41","1","Sauce","Side Cheese Sauce","12:11:08","00:04:57","14150",,"20.41"
"38254898","20.41","1","Beverage","Regular Soft Drink","12:11:08","00:04:57","14150",,
"38254898","20.41","1","Meal","Daves #2","12:11:08","00:04:57","14150",,
"38254960","10.86","1","Meal","Daves #4","12:09:01","00:01:42","14150",,"10.86"
"38255022","19","1","Beverage","Small Soft Drink","12:10:03","00:01:55","14207",,"19"
"38255022","19","1","Sauce","Side Cheese Sauce","12:10:03","00:01:55","14207",,
"38255022","19","1","Meal","Daves #3","12:10:03","00:01:55","14207",,
"38255085","39.92","1","Food","Single Tender","12:11:38","00:02:21","14150",,"39.92"
"38255085","39.92","1","Beverage","Regular Soft Drink","12:11:38","00:02:21","14150",,
"38255085","39.92","1","Meal","Daves #4","12:11:38","00:02:21","14150",,
"38255085","39.92","1","Meal","Daves #3","12:11:38","00:02:21","14150",,
"38255147","21.38","1","Beverage","Regular Soft Drink","12:16:32","00:04:28","14150",,"21.38"
"38255147","21.38","1","Meal","Daves #3","12:16:32","00:04:28","14150",,
"38255225","19.45","1","Meal","Daves #2","12:12:46","00:02:19","14150","Rails Markup","19.45"
"38255248","52.8","2","Beverage","Regular Soft Drink","12:16:18","00:02:41","14150",,"52.8"
"38255248","52.8","2","Meal","Daves #3","12:16:18","00:02:41","14150",,
"38255248","52.8","1","Meal","Daves #3","12:16:18","00:02:39","14150",,
"38255290","21.04","2","Food","Single Slider","12:14:07","00:03:05","14150",,"21.04"
"38255290","21.04","1","Food","Mac and Cheese","12:14:07","00:03:05","14150",,
"38255312","36.72","1","Food","Single Slider","12:14:33","00:05:40","14150",,"36.72"
"38255312","36.72","1","Food","Fries","12:14:33","00:05:40","14150",,
"38255312","36.72","2","Meal","Daves #2","12:14:33","00:05:40","14150",,
"38255354","27.79","1","Meal","Daves #2","12:15:36","00:01:45","14150","Rails Markup","27.79"
"38255354","27.79","1","Beverage","Bottled Coke","12:15:36","00:01:45","14150","Rails Markup",
"38255392","16.3","1","Meal","Daves #2","12:17:10","00:03:08","14150",,"16.3"
"38255405","45.62","1","Beverage","Regular Soft Drink","12:17:56","00:03:58","14150",,"45.62"
"38255405","45.62","1","Meal","Daves #4","12:17:56","00:03:58","14150",,
"38255405","45.62","1","Meal","Daves #2","12:17:56","00:03:58","14150",,
"38255405","45.62","1","Meal","Daves #1","12:17:56","00:03:58","14150",,
"38255531","18.15","1","Meal","Daves #3","12:19:30","00:02:24","14150","Rails Markup","18.15"
"38255631","12.93","1","Meal","Daves #4","12:21:10","00:01:12","14150","Rails Markup","12.93"
"38255647","32.37","2","Meal","Daves #4","12:21:20","00:02:11","14150","Rails Markup","32.37"
"38255647","32.37","1","Shake","Chocolate Shake LG","12:21:20","00:02:11","14150","Rails Markup",
"38255718","21.34","1","Sauce","OLO Side Dave’s Sauce","12:22:38","00:03:23","14150","Rails Markup","21.34"
"38255718","21.34","1","Meal","Daves #2","12:22:38","00:03:23","14150","Rails Markup",
"38255844","16.85","1","Meal","Daves #1","12:25:30","00:01:30","14150","Rails Markup","16.85"
"38255891","39.76","2","Beverage","Small Soft Drink","12:28:08","00:02:13","14150",,"39.76"
"38255891","39.76","2","Meal","Daves #1","12:28:08","00:02:13","14150",,
"38255969","20","1","Food","Single Tender","12:32:27","00:03:12","14150",,"20"
"38255969","20","2","Beverage","Regular Soft Drink","12:32:27","00:03:12","14150",,
"38255969","20","1","Meal","Daves #3","12:32:27","00:03:12","14150",,
"38255969","20","1","Meal","Daves #1","12:32:27","00:03:12","14150",,
"38255969","21.92","1","Food","Single Tender","12:32:27","00:03:12","14150",,
"38255969","21.92","2","Beverage","Regular Soft Drink","12:32:27","00:03:12","14150",,
"38255969","21.92","1","Meal","Daves #3","12:32:27","00:03:12","14150",,
"38255969","21.92","1","Meal","Daves #1","12:32:27","00:03:12","14150",,
"38256057","11.61","1","Beverage","Regular Soft Drink","12:31:24","00:02:21","14150",,"11.61"
"38256057","11.61","1","Meal","Daves #4","12:31:24","00:02:21","14150",,
"38256099","32.27","1","Beverage","Oreo TLS","12:30:34","00:01:48","14150","Rails Markup","32.27"
"38256099","32.27","1","Food","Fries","12:30:34","00:01:48","14150","Rails Markup",
"38256099","32.27","1","Meal","Daves #1","12:30:34","00:01:48","14150","Rails Markup",
"38256105","14.13","1","Meal","Daves #1","12:30:36","00:01:48","14150",,"14.13"
"38256157","14.12","1","Beverage","Small Soft Drink","12:32:18","00:02:22","14150",,"14.12"
"38256157","14.12","1","Meal","Daves #4","12:32:18","00:02:22","14150",,
"38256207","19.87","1","Beverage","Small Soft Drink","12:33:21","00:01:46","14226",,"19.87"
"38256207","19.87","1","Food","Mac and Cheese","12:33:21","00:01:46","14226",,
"38256207","19.87","1","Meal","Daves #4","12:33:21","00:01:46","14226",,
"38256228","15.21","1","Meal","Daves #3","12:34:45","00:02:53","14226",,"15.21"
"38256259","44.55","3","Meal","Daves #3","12:35:31","00:03:43","14261",,"44.55"
"38256259","44.55","1","Meal","Daves #1","12:35:31","00:03:43","14261",,
"38256320","45","1","Meal","Daves #4","12:34:53","00:06:14","14226",,"45"
"38256320","45","2","Meal","Daves #3","12:34:53","00:06:14","14226",,
"38256395","16.08","1","Meal","Daves #1","12:39:08","00:04:16","14223",,"16.08"
"38256489","21.88","1","Beverage","Regular Soft Drink","12:38:39","00:05:12","14223",,"21.88"
"38256489","21.88","1","Meal","Daves #2","12:38:39","00:05:12","14223",,
"38256500","20.09","1","Meal","Daves #4","12:38:03","00:03:32","14261","Rails Markup","20.09"
"38256500","20.09","1","Food","Cheese Fries","12:38:03","00:03:32","14261","Rails Markup",
"38256552","33.64","1","Beverage","Small Soft Drink","12:48:42","00:03:23","14150",,"33.64"
"38256552","33.64","2","Sauce","Side Cheese Sauce","12:48:42","00:03:23","14150",,
"38256552","33.64","1","Beverage","Regular Soft Drink","12:48:42","00:03:23","14150",,
"38256552","33.64","2","Meal","Daves #4","12:48:42","00:03:23","14150",,
"38256552","33.64","1","Meal","Daves #1","12:48:42","00:03:23","14150",,
"38256671","50.85","1","Food","Kale Slaw","12:41:27","00:03:56","14223",,"50.85"
"38256671","50.85","2","Meal","Daves #2","12:41:27","00:03:56","14223",,
"38256671","50.85","1","Meal","Daves #1","12:41:27","00:03:56","14223",,
"38256805","18.15","1","Meal","Daves #3","12:44:18","00:02:13","14223","Rails Markup","18.15"
"38256860","15.75","1","Beverage","Small Soft Drink","12:45:09","00:03:03","14207",,"15.75"
"38256860","15.75","1","Meal","Daves #4","12:45:09","00:03:03","14207",,
"38256862","11.86","1","Beverage","Regular Soft Drink","12:45:11","00:03:36","14150",,"11.86"
"38256862","11.86","1","Meal","Daves #4","12:45:11","00:03:36","14150",,
"38256894","42.62","2","Beverage","Regular Soft Drink","12:46:55","00:03:49","14150",,"42.62"
"38256894","42.62","1","Meal","Daves #4","12:46:55","00:03:49","14150",,
"38256894","42.62","1","Meal","Daves #2","12:46:55","00:03:49","14150",,
"38256962","56.79","3","Beverage","Regular Soft Drink","12:50:20","00:02:46","14150",,"56.79"
"38256962","56.79","1","Meal","Daves #2","12:50:20","00:02:46","14150",,
"38256962","56.79","2","Meal","Daves #1","12:50:20","00:02:46","14150",,
"38257122","35.85","1","Beverage","Small Soft Drink","12:52:09","00:02:30","14150",,"35.85"
"38257122","35.85","2","Meal","Daves #2","12:52:09","00:02:30","14150",,
"38257223","24.32","1","Shake","Strawberry Shake LG","12:52:27","00:02:30","14150",,"24.32"
"38257223","24.32","1","Meal","Daves #2","12:52:27","00:02:30","14150",,
"38257269","17.8","1","Meal","Daves #2","12:54:18","00:04:03","14150",,"17.8"
"38257274","42.35","1","Food","Fries","12:52:20","00:05:06","14150",,"42.35"
"38257274","42.35","1","Meal","Daves #4","12:52:20","00:05:06","14150",,
"38257274","42.35","1","Meal","Daves #2","12:52:20","00:05:06","14150",,
"38257274","42.35","1","Beverage","Bottled Sprite","12:52:20","00:05:06","14150",,
"38257274","42.35","2","Beverage","Bottled Coke Zero","12:52:20","00:05:06","14150",,
"38257312","31.91","1","Shake","Strawberry Shake SM","12:54:15","00:04:07","14150",,"31.91"
"38257312","31.91","1","Beverage","Small Soft Drink","12:54:15","00:04:07","14150",,
"38257312","31.91","2","Meal","Daves #4","12:54:15","00:04:07","14150",,
"38257340","10.86","1","Meal","Daves #4","12:53:27","00:05:12","14150",,"10.86"
"38257383","20.09","1","Sauce","OLO Side Dave’s Sauce","12:54:10","00:03:01","14150","Rails Markup","20.09"
"38257383","20.09","1","Meal","Daves #2","12:54:10","00:03:01","14150","Rails Markup",
"38257414","37.79","1","Beverage","Small Soft Drink","12:56:01","00:05:44","14150",,"37.79"
"38257414","37.79","1","Sauce","Side Cheese Sauce","12:56:01","00:05:44","14150",,
"38257414","37.79","1","Beverage","Regular Soft Drink","12:56:01","00:05:44","14150",,
"38257414","37.79","1","Meal","Daves #2","12:56:01","00:05:44","14150",,
"38257414","37.79","1","Meal","Daves #1","12:56:01","00:05:44","14150",,
"38257495","44.1","1","Beverage","Oreo TLS","12:57:48","00:04:30","14150",,"44.1"
"38257495","44.1","2","Food","Mac and Cheese","12:57:48","00:04:30","14150",,
"38257495","44.1","2","Meal","Daves #1","12:57:48","00:04:30","14150",,
"38257577","21.4","1","Meal","Daves #2","12:57:30","00:03:20","14150","Rails Markup","21.4"
"38257579","49.98","1","Shake","Vanilla Shake SM","12:57:32","00:04:00","14150","Rails Markup","49.98"
"38257579","49.98","1","Meal","Daves #3","12:57:32","00:04:00","14150","Rails Markup",
"38257579","49.98","1","Meal","Daves #1","12:57:32","00:04:00","14150","Rails Markup",
"38257599","38.02","2","Meal","Daves #2","12:59:08","00:06:29","14150",,"38.02"
"38257599","38.02","2","Beverage","Bottled Water","12:59:08","00:06:29","14150",,
"38257648","24.01","1","Food","Single Slider","12:59:26","00:07:14","14150",,"24.01"
"38257648","24.01","1","Meal","Daves #2","12:59:26","00:07:14","14150",,
"38257718","19.25","1","Food","Mac and Cheese","13:01:19","00:05:53","14150",,"19.25"
"38257718","19.25","1","Meal","Daves #1","13:01:19","00:05:53","14150",,
"38257737","5.43","1","Shake","Strawberry Shake SM","13:01:36","00:09:15","14150",,"5.43"
"38257798","3.25","1","Beverage","Small Soft Drink","13:02:05","00:02:48","14150",,"3.25"
"38257819","10.86","1","Meal","Daves #4","13:18:43","00:01:31","14150",,"10.86"
"38257910","21.38","1","Beverage","Regular Soft Drink","13:04:08","00:03:31","14226",,"21.38"
"38257910","21.38","1","Meal","Daves #2","13:04:08","00:03:31","14226",,
"38257992","19.55","1","Food","Single Tender","13:05:30","00:01:59","14226",,"19.55"
"38257992","19.55","1","Meal","Daves #1","13:05:30","00:01:59","14226",,
"38258222","22.61","1","Sauce","OLO Side Dave’s Sauce","13:07:51","00:01:53","14226","Rails Markup","22.61"
"38258222","22.61","1","Meal","Daves #2","13:07:51","00:01:53","14226","Rails Markup",
"38258248","41.29","1","Meal","Daves #4","13:09:19","00:03:59","14261",,"41.29"
"38258248","41.29","1","Meal","Daves #2","13:09:19","00:03:59","14261",,
"38258248","41.29","1","Meal","Daves #1","13:09:19","00:03:59","14261",,
"38258324","18.15","1","Meal","Daves #3","13:09:16","00:02:34","14261","Rails Markup","18.15"
"38258338","16.3","1","Meal","Daves #2","13:11:20","00:02:34","14223",,"16.3"
"38258471","7.71","1","Food","Single Slider","13:14:23","00:00:41","14223",,"7.71"
"38258552","17.3","1","Meal","Daves #3","13:12:31","00:01:40","14223",,"17.3"
"38258694","13.85","1","Meal","Daves #2","13:16:32","00:02:44","14150",,"13.85"
"38258699","12.93","1","Meal","Daves #4","13:14:32","00:02:28","14223","Rails Markup","12.93"
"38258749","15.21","1","Meal","Daves #3","13:16:35","00:02:11","14207",,"15.21"
"38258868","54.21","1","Beverage","Regular Soft Drink","13:18:31","00:03:42","14150",,"54.21"
"38258868","54.21","1","Food","Mac and Cheese","13:18:31","00:03:42","14150",,
"38258868","54.21","2","Meal","Daves #2","13:18:31","00:03:42","14150",,
"38258868","54.21","1","Beverage","Bottled Water","13:18:31","00:03:42","14150",,
"38259008","11.4","1","Sauce","Side Cheese Sauce","13:19:49","00:03:21","14150",,"11.4"
"38259008","11.4","1","Meal","Daves #4","13:19:49","00:03:21","14150",,
"38259029","17.7","1","Beverage","Regular Soft Drink","13:19:26","00:00:58","14150",,"17.7"
"38259029","17.7","1","Meal","Daves #1","13:19:26","00:00:58","14150",,
"38259096","28.43","1","Shake","Vanilla Shake SM","13:20:47","00:01:55","14150",,"28.43"
"38259096","28.43","1","Beverage","Small Soft Drink","13:20:47","00:01:55","14150",,
"38259096","28.43","1","Meal","Daves #2","13:20:47","00:01:55","14150",,
"38259105","17.38","1","Beverage","Small Soft Drink","13:21:05","00:02:30","14150",,"17.38"
"38259105","17.38","1","Meal","Daves #1","13:21:05","00:02:30","14150",,
"38259207","17.38","1","Beverage","Small Soft Drink","13:22:18","00:01:23","14150",,"17.38"
"38259207","17.38","1","Meal","Daves #1","13:22:18","00:01:23","14150",,
"38259286","66.03","2","Beverage","Small Soft Drink","13:24:40","00:04:02","14150",,"66.03"
"38259286","66.03","1","Beverage","Regular Soft Drink","13:24:40","00:04:02","14150",,
"38259286","66.03","1","Meal","Daves #4","13:24:40","00:04:02","14150",,
"38259286","66.03","3","Meal","Daves #1","13:24:40","00:04:02","14150",,
"38259286","66.03","1","Beverage","Bottled Water","13:24:40","00:04:02","14150",,
"38259362","12.35","1","Meal","Daves #4","13:23:28","00:02:28","14150",,"12.35"
"38259364","30.63","1","Food","Single Tender","13:23:32","00:03:52","14150",,"30.63"
"38259364","30.63","1","Meal","Daves #2","13:23:32","00:03:52","14150",,
"38259364","30.63","1","Beverage","Bottled Coke","13:23:32","00:03:52","14150",,
"38259452","15.21","1","Meal","Daves #3","13:25:54","00:03:02","14150",,"15.21"
"38259553","2.39","1","Meal","Daves #2","13:27:49","00:04:35","14150",,"2.39"
"38259553","15.41","1","Meal","Daves #2","13:27:49","00:04:35","14150",,
"38259632","20.09","1","Sauce","OLO Side Dave’s Sauce","13:27:11","00:02:38","14150","Rails Markup","20.09"
"38259632","20.09","1","Meal","Daves #2","13:27:11","00:02:38","14150","Rails Markup",
"38259697","23.67","1","Beverage","Small Soft Drink","13:28:53","00:04:10","14150",,"23.67"
"38259697","23.67","1","Food","Mac and Cheese","13:28:53","00:04:10","14150",,
"38259697","23.67","1","Meal","Daves #2","13:28:53","00:04:10","14150",,
"38259748","11.61","1","Meal","Daves #4","13:29:12","00:03:15","14150",,"11.61"
"38259770","16.3","1","Meal","Daves #2","13:28:54","00:02:02","14150",,"16.3"
